/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_095.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_095.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_095.jpg, 0, 0, 0, 5.052521E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_212.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_212.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_212.jpg, 0, 0, 0, 5.047934E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_334.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_334.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_334.jpg, 0, 0, 0, 4.996636E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_453.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_453.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_453.jpg, 0, 0, 0, 5.008943E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_574.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_574.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_574.jpg, 0, 0, 0, 5.03047E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_693.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_693.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_693.jpg, 0, 0, 0, 5.054479E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_814.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_814.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_814.jpg, 0, 0, 0, 5.018283E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_32_933.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_32_933.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_32_933.jpg, 0, 0, 0, 5.002046E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_33_053.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_33_053.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_33_053.jpg, 0, 0, 0, 5.00879E-05
/home/sheded/DataspellProjects/self-driving-car/data/IMG/center_2022_09_07_01_51_33_172.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/left_2022_09_07_01_51_33_172.jpg, /home/sheded/DataspellProjects/self-driving-car/data/IMG/right_2022_09_07_01_51_33_172.jpg, 0, 0, 0, 5.002499E-05
